"facility_id","facility","location","town_or_city"
1290,"BATAVIA BULK PLANT","8412 SEVEN SPRINGS RD BATAVIA 14020","BATAVIA"
1291,"HILLCREST COMMONS  MOBILE HOME PARK","5853 WESTERN TPKE (US RTE 20) DUANESBURG 12056","DUANESBURG"
1292,"GARRISON STATION PLAZA","7 GARRISON LANDING GARRISON","PHILIPSTOWN"
1293,"TICONDEROGA SEWER DIST #5 WPCP","219 MONTCALM ST TICONDEROGA 12883","TICONDEROGA"
1294,"NYS CLARENCE SERVICE AREA","I-90 THRUWAY MP 412 WB LANCASTER 14086","LANCASTER"
1295,"WATERVLIET - C WATER TREATMENT PLANT","222 WATERVLIET - SHAKER RD WATERVLIET 12189","COLONIE"
1296,"GLENWOOD  BLACK START GT FACILITY","SHORE RD GLENWOOD LANDING 11547","OYSTER BAY"
1297,"TOWN OF GREENVILLE WWTP","ST RTE 32 & COUNTRY ESTATES RD GREENVILLE 12083","GREENVILLE"
1298,"BAYSIDE FUEL OIL DEPOT - SMITH","537 SMITH ST BROOKLYN 11231","BROOKLYN"
1299,"R E SMITH FUEL DIV MAIN BROTHERS","15 MAIN ST CATSKILL 12414","CATSKILL"
1300,"CON ED-EAST 60TH STREET STEAM PLANT","514 E 60TH ST NEW YORK 10022","MANHATTAN"
1301,"SETAUKET TERMINAL - NORTHVILLE IND CORP","19 BELLE MEADE RD EAST SETAUKET 11733","BROOKHAVEN"
1302,"EASTERN ALLOYS INC","11 HENRY HENNING DR MAYBROOK 12543","MONTGOMERY"
1303,"Copenhagen Consolidated Water Supply","Woodbattle Rd and Stoddard Rd Wells Copenhagen 13626","DENMARK"
1304,"LEVANT WESLEYAN CHURCH","1670 LINDQUIST DRIVE FALCONER 14733","POLAND"
1305,"LIBERTY BULK PLANT","2582 ST RTE 52 LIBERTY 12754","LIBERTY"
1306,"NYC DEP-SHAFTS 15B TUNNEL #3","ROOSEVELT ISLAND NEW YORK","MANHATTAN"
1307,"NARROWS GENERATING STATION","53RD ST & FIRST AVE|4 Whale Square, Includes in water- dolphins on s/side, stacks, and pier on n/side; on land- buildings and tanks.  Brooklyn (6102) 11232","BROOKLYN"
1308,"PAWLING JOINT SEWER COMMISSION WWTP","39 CORBIN RD PAWLING 12564","PAWLING"
1309,"DUTCHESS OIL & PROPANE","5430 N ELM AVE|ST RTE 22 - E SIDE - N OF MAIN ST MILLERTON 12546","NORTHEAST"
1310,"TOWN HIGHWAY GARAGE","ST RTE 3 - SE SIDE SARANAC 12981","SARANAC"
1311,"WEST POINT CAMP BUCKNER WWTP","1542 Pershing Rd Highland Mills 10930","HIGHLANDS"
1312,"CHARLES T SITRIN HEALTH CARE CENTER INC","2751 Graffenburg Rd Frankfort 13413","FRANKFORT"
1313,"MONOFRAX LLC","1870 NEW YORK AVE FALCONER 14733","ELLICOTT"
1314,"LAKELAND MERIT ARMSTRONG INC","569 N MAIN ST BREWSTER 10509","SOUTHEAST"
1315,"THE COTTAGES AT TROUTBURG","19 MONROE-ORLEANS COUNTY LINE RD - W SIDE|N OF LAKE ONTARIO STATE PKWY TROUTBERG","KENDALL"
1316,"NEARBY MOBILE MANOR","AUBURN RD (RTES 5 & 20) SENECA FALLS 13148","SENECA FALLS"
1317,"RENSSELAER COGEN FACILITY","39 RIVERSIDE AVE RENSSELAER 12144","RENSSELAER"
1318,"CARMEL TERMINALS INC","79 OLD RTE 6 Carmel 10512","CARMEL"
1319,"PANCO EQUIPMENT CORP - STONY POINT","23 GRASSY POINT RD STONY POINT 10980","STONY POINT"
1320,"LEFFERTS OIL FLUSHING TERMINAL","31-70 COLLEGE POINT BLVD QUEENS 11354","QUEENS"
1321,"PAWLING TERMINALS INC","10 CHARLES ST PAWLING 12564","PAWLING"
1322,"MEENAN OIL","560 N MAIN ST BREWSTER 10509","SOUTHEAST"
1323,"PLATTSBURGH TOWN GARAGE AND OFFICE","151 BANKER RD PLATTSBURGH 12901","PLATTSBURGH"
1324,"NYC DOS-SI 3 GARAGE BORO REPAIR SHOP","1000 W SHORE EXPWY STATEN ISLAND 10314","STATEN ISLAND"
1325,"ENVIRO WASTE OIL RECOVERY TERMINAL","279 US RTE 6 MAHOPAC 10541","CARMEL"
1326,"CAMP PINEWOOD","1140 WILLEY RD ARKPORT","DANSVILLE"
1327,"SKYLINE RESORT","10933 TOWNLINE RD DARIEN CENTER 14040","ALEXANDER"
1328,"VILLAGE OF SPECULATOR WWTP","120 BLACK BEAR RUN|St Rte 30 - N Side - E Of River SPECULATOR 12164","LAKE PLEASANT"
1329,"CATSKILL FISH HATCHERY","389 Mongaup Rd LIVINGSTON MANOR 12758","ROCKLAND"
1330,"VILLAGE OF REMSEN WWTF","MIDDLE RD Remsen","TRENTON"
1331,"CRESTWOOD ESTATES","33 ELMWOOD RD Schuyler","SCHUYLER"
1332,"LYON MOUNTAIN SEWER DIST WWTP","2 SUNSET RD LYON MOUNTAIN 12929","DANNEMORA"
1333,"JACQUES CARTIER STATE PARK","251 Old Mills Rd Morristown 13607","MORRISTOWN"
1334,"INDECK OLEAN ENERGY CENTER","140 MOORE AVE OLEAN 14760","OLEAN"
1335,"MITROUSIS PROPERTY","135 BIONDO CT RUSH 14543","RUSH"
1336,"CATTARAUGUS CENTRAL SCHOOL","25 FRANKLIN ST N CATTARAUGUS 14719","NEW ALBION"
1337,"CAMP PINNACLE","403 PINNACLE RD NEW SALEM 12186","NEW SCOTLAND"
1338,"HUDSON VALLEY FOIE GRAS","80 BROOKS RD FERNDALE 12734","LIBERTY"
1339,"BUCKEYE BREWERTON TERMINAL","CO RTE 37  - N SIDE - W OF TRACKS|RIVER RD BREWERTON 13029","HASTINGS"
1340,"INDIAN RIVER ESTATES","EDDY RD THERESA 13681","THERESA"
1341,"EAGLE ISLAND WATER SUPPLY","EAGLE ISLAND HURON","HURON"
1342,"LOSURDO FOODS INC","34 UNION ST HEUVELTON 13654","OSWEGATCHIE"
1343,"DAIRY CARNIVAL","3673 US RTE 20 SLOANSVILLE 12160","ESPERANCE"
1344,"STEWARTS SHOP 277","2475 DELAWARE TPKE|St Rte 85 @ St Rte 443 CLARKSVILLE 12127","NEW SCOTLAND"
1345,"WILLSBORO SEWER DISTRICT NO. 1 WASTEWATER TREATMENT FACILITY","76 GILLILAND LN WILLSBORO 12996","WILLSBORO"
1346,"WALTER PRATT & SONS INC","317 COLUMBIA ST RENSSELAER 12144","RENSSELAER"
1347,"REENERGY CHATEAUGAY LLC","7019 ST RTE 374 CHATEAUGAY 12920","CHATEAUGAY"
1348,"CASSADAGA VALLEY CENTRAL HIGH/MIDDLE SCH","5395 ST RTE 60 GERRY 14740","GERRY"
1349,"SAGAMORE LODGE","SAGAMORE RD RAQUETTE LAKE 13436","LONG LAKE"
1350,"CAMP TORAS CHESED","ST RTE 55 SWAN LAKE 12720","BETHEL"
1351,"TOWN OF ELMA SEWER DISTRICT NO 7 - POND BROOK TOWNHOMES","CORNER OF BOWEN & BULLIS RD ELMA 14059","ELMA"
1352,"MALLARD COVE SUBDIVISION","Cardinal Rd|ST RTE 394 - E SIDE Chautauqua 14757","CHAUTAUQUA"
1353,"IROQUOIS INTERMEDIATE, MIDDLE & HIGH SCHOOLS","2111 GIRDLE RD ELMA","ELMA"
1354,"SKATE FACTORY INC","1131 ST RTE 9H GHENT 12075","GHENT"
1355,"TOWN OF COLLINS HIGHWAY GARAGE","PALMERTON ST COLLINS 14034","COLLINS"
1356,"WAYNE-FINGER LAKES BOCES","3501 CO RD 20 STANLEY 14561","SENECA"
1357,"COUNTY LINE MOBILE HOME PARK","COUNTY LINE RD MURRAY","MURRAY"
1358,"CAMP RAV TOV ZUPNICK COTTAGES","INTERSECTIN OF 52 & MARTINFIELD RD WAWARSING 12489","WAWARSING"
1359,"21B TRAVEL PLAZA","12800 ROUTE 9W WEST COXSACKIE 12192","NEW BALTIMORE"
1360,"GRIFFIN PROPERTY","10 PARK LN RUSH 14543","RUSH"
1361,"PRUDEN PROPERTY","6051 E HENRIETTA RD RUSH 14543","RUSH"
1362,"BAYSIDE FUEL OIL DEPOT-1776 SHORE PKWY","1776 SHORE PKWY BROOKLYN 11214","BROOKLYN"
1363,"UNITED SILICONE INC","4471 WALDEN AVE LANCASTER 14086","LANCASTER"
1364,"SHANGRI-LA CAMPGROUND AND MARINA","18848 S Shore Rd|S Shore Rd SE of Rt 57 on the shore of Lake Ontario Lyme 13693","LYME"
1365,"TRAPPING BROOK HOUSE","3084 TRAPPING BROOK RD Wellsville 14895","WELLSVILLE"
1366,"SUNY AT BUFFALO - SOUTH CAMPUS, BAKER","3435 MAIN ST Buffalo 14214","BUFFALO"
1367,"HILDRETH PROPERTY","487 REEVES RD PITTSFORD 14534","PITTSFORD"
1368,"BRISTOL MOUNTAIN SKI COMPLEX WWTF","N OF THE RESORT AT 5662 ST RTE 64 South Bristol 14424","SOUTH BRISTOL"
1369,"DUANESBURG DOT RTE 7","4005 Western Tpke (RTE 7) DUANESBURG 12056","DUANESBURG"
1370,"ANNARELLA RISTORANTE","276 MALDEN TPKE SAUGERTIES 12477","SAUGERTIES"
1371,"QUINN ROAD AREA OIL FIELD","362 QUINN RD LIMESTONE 14753","CARROLLTON"
1372,"ITHACA TOMPKINS INTERNATIONAL AIRPORT","72 BROWN RD ITHACA 14850","DRYDEN:LANSING"
1373,"REYNOLDS DRAPERY SERVICE INC","7440 MAIN ST NEWPORT 13416","NEWPORT"
1374,"KHAL ADAS KASHAU","165 HAINES RD BEDFORD HILLS 10507","BEDFORD"
1375,"Warrensburg Sewer District # 1","509 St Rte 418 Warrensburg 12885","WARRENSBURG"
1376,"POLKVILLE CRUSHED STONE","3779 US RTE 11 MCGRAW 13101","CORTLANDVILLE"
1377,"FORMER BAYSIDE FUEL OIL DEPOT CORPORATION - N 12TH ST","26 N 12th St|(Formerly 1 N 12th St) Brooklyn 11249","BROOKLYN"
1378,"GREEK PEAK","2000 ST RTE 392|Gridley Creek Virgil 13045","VIRGIL"
1379,"KANONA COMFORT STATION #34","ST RTE 17 - WESTBOUND LANE SOUTH OF KANONA EXIT BATH 14810","BATH"
1380,"CAMPBELL COMFORT STATION #35","ST RTE 17 - (I-86) EAST BOUND N OF CAMPBELL EXIT CAMPBELL 14821","CAMPBELL"
1381,"ALLEGANY GENERATING STATION","11537 ST RTE 19A Hume 14536","HUME"
1382,"LETCHWORTH STATE PARK","GENESEE RIVER BETWEEN ST RTE 39 & 408 Castile;genesee Falls;leicester;mount Morris;portage 14510","CASTILE:GENESEE FALLS:LEICESTER:MOUNT MORRIS:PORTAGE"
1383,"OGDENSBURG ENERGY FACILITY","21 ENTRANCE AVE OGDENSBURG 13669","OGDENSBURG"
1384,"DOMINO REDEVELOPMENT - KENT AVE, GRAND ST - S 5TH ST","266 KENT AVE BROOKLYN 11211","BROOKLYN"
1385,"WURTH SUBDIVISION","Grooms Rd Rexford 12148","CLIFTON PARK"
1386,"RUBY ESTATES","250 SOUTH RD ULSTER 12475","ULSTER"
1387,"CATSKILL RV RESORT","538 MOUNT VERNON RD|TOWN RD 57 MAMAKATING","MAMAKATING"
1388,"COTTEKILL VILLAGE","168 COTTEKILL ROAD Rosendale 12472","ROSENDALE"
1389,"COEYMANS SANITARY LANDFILL","JARVIS RD SOUTH COEYMANS 12143","COEYMANS"
1390,"GREEN WASTE COMPOST FACILITY","LELAND AVE UTICA 13501","UTICA"
1391,"LIME KILN MAINTENANCE FACILITY","LIME KILN RD EAST FISHKILL","EAST FISHKILL"
1392,"SNYDER FUEL SERVICE","7432 MAIN ST NEWPORT 13416","NEWPORT"
1393,"FALLSBURG TERMINALS","GLEN WILD RD WOODRIDGE 12789","FALLSBURGH"
1394,"DARIEN LAKES STATE PARK","10745 HARLOW RD|PARK RD OFF HARLOW RD DARIEN","DARIEN"
1395,"NYS DOT RES ENG SUBHDQTRS GRANBY","RATHBURN RD GRANBY","GRANBY"
1396,"CAMP DUDLEY","126 DUDLEY RD WESTPORT 12993","WESTPORT"
1397,"INDEPENDENCE STATION","76 INDEPENDENCE WAY SCRIBA 13126","SCRIBA"
1398,"COTTAGE INDUSTRIES","7024 HENRIETTA RD SPRINGVILLE 14141","ASHFORD"
1399,"VESUVIUS USA CORPORATION BUFFALO PLANT","661 WILLET RD BUFFALO 14218","HAMBURG"
1400,"TACONIC BIOSCIENCES INC","273 HOVER AVE GERMANTOWN 12526","GERMANTOWN"
1401,"ORANGE COUNTY TERMINALS","6 SLEEPY HOLLOW RD|RIVER & HOOK RDS PORT JERVIS 12771","DEERPARK"
1402,"ROUSNER LANE COMMUNITY RESIDENCE","27 Rousner Ln Esopus 12561","ESOPUS"
1403,"WNYDDSO PEARL STREET IRA","PEARL ST FORESTVILLE 14062","HANOVER"
1404,"SUMMIT LUBRICANTS INC","4080 PEARL ST & 4D TREADEASY AVE BATAVIA 14021","BATAVIA:BATAVIA"
1405,"ANGELINA'S","7901 SENECA ST EAST AURORA 14052","AURORA"
1406,"COLES CREEK STATE PARK","13003 St Rte 37 Waddington 13694","WADDINGTON"
1407,"BAYSIDE FUEL OIL DEPOT-1100 GRAND ST","1100 GRAND ST BROOKLYN 11211","BROOKLYN"
1408,"PENN YAN - V WWTP","30 ELMWOOD AVE PENN YAN 14527","MILO"
1409,"AUTO-BARN COLLISION CENTER INC","142 MOFFITT RD PLATTSBURGH 12901","PLATTSBURGH"
1410,"LAI GROUP HOME","138 LEIBECK RD RIGA","RIGA"
1411,"AGRI-CYCLE COMPOSTING FACILITY","BELLE RD BUSKIRK 12028","CAMBRIDGE"
1412,"MORIELLO POOL","32 MULBERRY ST NEW PALTZ 12561","NEW PALTZ"
1413,"MORRISTOWN WWT FACILITY","HIGH ST MORRISTOWN 13664","MORRISTOWN"
1414,"ASSOCIATION ISLAND","15530 HOVEYS IS HENDERSON 13650","HENDERSON"
1415,"NIAGARA FALLS WTP - Michael C. O'Laughlin Water Plant","5801 BUFFALO AVE NIAGARA FALLS 14304","NIAGARA FALLS"
1416,"MCCAULEY MT SKI AREA","300 McCauley Rd Webb 13420","WEBB"
1417,"SZCZEPANSKI APTS","2330 AIRPORT RD Maine 13802","MAINE"
1418,"BURNHAM POINT STATE PARK","ST RTE 12E CAPE VINCENT 13618","CAPE VINCENT"
1419,"CAMP ARUGATH HABOSEM","WHITTAKER RD HURLEYVILLE 12747","THOMPSON"
1420,"PACTIV LLC","5250 NORTH ST CANANDAIGUA 14424","CANANDAIGUA"
1421,"ARKPORT BULK PLANT","66 WEST ST ARKPORT 14807","HORNELLSVILLE"
1422,"ALEKSANDER BUNGALOW COLONY","LT J G BRENDER HWY (CO RD 73) FERNDALE","BETHEL"
1423,"TOWN OF CHENANGO SEWER DISTRICT # 10","CASTLE CREEK RD @ PENNVIEW APTS CHENANGO","CHENANGO"
1424,"STERLING FOREST GARDENS","630 Rte 17A Tuxedo 10987","TUXEDO"
1425,"WEE WOOD PARK","6170 Plank Rd Mayville 14757","CHAUTAUQUA"
1426,"CLIFTON PARK TRANSFER STATION & YARD WASTE COMPOSTING FACILITY","217 VISCHER FERRY RD Clifton Park 12065","CLIFTON PARK"
1427,"GEORGE M TAYLOR & SON","ST RTE 343 DOVER PLAINS 12501","AMENIA"
1428,"CAMP TIMBER LAKE","240 TIMBER LAKE RD|BROAD ST & HOLLOW RD LEXINGTON 12452","LEXINGTON"
1429,"WAWARSING FACILITY","6869 RTE 209 WARWARSING 12489","WAWARSING"
1430,"BURKE OIL & HEATING HAWTHORNE TERMINAL","475 COMMERCE ST MOUNT PLEASANT 12457","MOUNT PLEASANT"
1431,"FAIR OAKS DRIVE IN THEATRE","365 RTE 17M (BLOOMINGBURG RD) WALLKILL 12589","WALLKILL"
1432,"HERRINGS WASTEWATER TREATMENT FACILITY","24475 Arca St HERRINGS 13619","WILNA"
1433,"SOUTH OSWEGO TERMINAL","RIDGE RD & CO RTE 20 Oswego(t) 13126","OSWEGO"
1434,"Great Lakes Cheese Manufacturing","8018 ST RTE 16 FRANKLINVILLE 14737","FARMERSVILLE:FRANKLINVILLE"
1435,"OSWEGO CO HIGHWAY MAINTENANCE AT SCRIBA","ST RTE 104 SCRIBA 13126","SCRIBA"
1436,"CENTER FOR RESEARCH AND INNOVATION","3710 ALBANY POST RD HYDE PARK 12538","HYDE PARK"
1437,"THE FOUNTAINHEAD GROUP","3512 BLEACHERY PL CHADWICKS 13319","NEW HARTFORD"
1438,"NORTH CASTLE S D 2 STP","15 BUSINESS PARK DR ARMONK 10504","NORTH CASTLE"
1439,"TITUSVILLE CORP PARK","TITUSVILLE RD La Grange","LA GRANGE"
1440,"BARGE MUSIC LTD","FULTON FERRY LANDING BROOKLYN 11201","BROOKLYN"
1441,"ROCKLAND COUNTY FIRE TRAINING CENTER","FIREMEN'S MEMORIAL DR POMONA 10970","RAMAPO"
1442,"KIRKWOOD WD NO 4, WELL 3","70 CRESCENT DR|BEAGELL SUBDIVISION KIRKWOOD 13795","KIRKWOOD"
1443,"PATH TUNNELS A & B","WORLD TRADE CENTER NEW YORK 10048","MANHATTAN"
1444,"CAREY INSTITUTE FOR GLOBAL GOOD INC","POND HILL RD / HUYCK RD (HUYCK RD IS A SEASONAL ALSO USED ENTRANCE) RENSSELAERVILLE 12147","RENSSELAERVILLE"
1445,"JOELLE'S HAIR DESIGN","5982 E HENRIETTA RD RUSH 14543","RUSH"
1447,"ULSTER COUNTY PARK & FAIRGROUNDS","249 LIBERTYVILLE RD (CO RTE 7) NEW PALTZ 12561","NEW PALTZ"
1448,"HUDSON HIGHLANDS VETERINARY MEDICAL GROUP PC","222 LIME KILN RD E FISHKILL","EAST FISHKILL"
1449,"Dick's Customizing & Collision Service","189 IRISH SETTLEMENT RD PLATTSBURGH 12901","SCHUYLER FALLS"
1450,"SUGAR HILL RESTAURANT -  GOLF","7060 E LAKE RD WESTFIELD 14787","PORTLAND"
1451,"FORT DRUM","Hq  10th Mtn Div (Li) Antwerp;champion;diana;fowler;le Ray;philadelphia;rossie;wilna 13601","ANTWERP:CHAMPION:DIANA:FOWLER:LE RAY:PHILADELPHIA:WILNA"
1452,"GLEN WILD HOTEL","385 GLEN WILD ROAD GLEN WILD 12738","THOMPSON"
1453,"CREEKSIDE VILLAGE MOBILE HOME PARK","US RTE 20 - S SIDE - w OF VILLAGE LINE ESPERANCE 12066","ESPERANCE"
1454,"CONGREGATION ICHED ANASH","473 ANAWANA LAKE RD Thompson 12701","THOMPSON"
1455,"SHELL OIL PRODUCTS US - LONG ISLAND TERMINAL","74 EAST AVE LAWRENCE 11559","HEMPSTEAD"
1456,"ALVAREZ COMMERCIAL PLAZA","ROUTES 9/23 & 9H/23 LIVINGSTON 12541","LIVINGSTON"
1457,"NYS DOT- KOSCIUSZKO BRIDGE","KOSCIUSZKO BRIDGE OVER NEWTOWN CREEK BROOKLYN/LIC","BROOKLYN:QUEENS"
1458,"VILLAGE OF MASSENA WATER TREATMENT PLANT","OUTER N MAIN ST MASSENA 13662","MASSENA"
1459,"TABERG RESIDENTIAL CENTER FOR GIRLS","10011 TABERG-FLORENCE RD Taberg 13471","ANNSVILLE"
1460,"BELVEDERE LAKE RESORT","270 GAGE RD ROSEBOOM","ROSEBOOM"
1461,"CROWN POINT SD #1 WWTF","MONITOR BAY RD CROWN POINT 12928","CROWN POINT"
1462,"MONTAGUE INN","6765 SEARS POND RD  BETWEEN RECTOR & GARDINER RDS (3.5 MI S OF ST RTE 177) LOWVILLE 13367","MONTAGUE"
1463,"HUGUENOT CAMP COMPLEX","BIG POND RD DEERPARK 12746","DEERPARK"
1464,"REAGANS MILLS","SYCAMORE BLVD WINGDALE 12594","DOVER"
1465,"KECKS CENTER CREEK WATER TREATMENT PLANT","KECKS CENTER RD JOHNSTOWN 12095","JOHNSTOWN"
1466,"HAMBURG TOWNSHIP VFW POST 1419","2985 LAKEVIEW RD HAMBURG 14075","HAMBURG"
1467,"EMERALD GREEN-LAKE LOUISE MARIE S&W DIST","LAKE LOUISE MARIE RD Thompson 12742","THOMPSON"
1468,"FORESTPORT SEWAGE TREATMENT PLANT","12079 RIVER ST Forestport 13338","FORESTPORT"
1469,"DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION","199-209 RIVER RD N CHELSEA","WAPPINGER"
1470,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT","1000 COLONEL EILEEN COLLINS BLVD SYRACUSE 13212","CICERO:DEWITT:SALINA"
1471,"ROCHESTER TERMINAL -  NORTH ALBANY TERMINAL CO LLC","1935 LYELL AVE ROCHESTER 14606","GATES"
1472,"LABRADOR MT SKI FACILITY","6935 ST RTE 91 TRUXTON 13158","TRUXTON"
1473,"CAMP CHIPINAW","53 SILVER LAKE RD SWAN LAKE 12783","BETHEL"
1474,"RYAN OIL INC TERMINAL","1496 ST RTE 55 - S SIDE - W OF ST RTE 82 BILLINGS 12510","LA GRANGE"
1475,"SAMARITAN DAYTOP VILLAGE","767 CAPE RD ELLENVILLE 12428","WAWARSING"
1476,"LILY DALE SD WWTF","LILY DALE OFF FRISBEE RD POMFRET (T)","POMFRET"
1477,"ALDEN SMALL ANIMAL HOSPITAL","11076 BROADWAY ALDEN 14004","ALDEN"
1478,"CAMP CUTLER","7131 GULICK RD SOUTH BRISTOL","SOUTH BRISTOL"
1479,"TOWN OF MORIAH WATER DISTRICTS #1 AND #2","PLANK RD & BARTLETT POND RD MINEVILLE 12956","MORIAH"
1480,"HUNTER - V WASTEWATER TREATMENT PLANT","8430 Rte 23A HUNTER 12442","JEWETT"
1481,"I-84 STORMVILLE/EAST FISHKILL REST AREAS","I-84 NEAR STORMVILLE MNT RD EAST FISHKILL","EAST FISHKILL"
1482,"VETERAN FOREIGN WARS EDEN POST 8265","2551 MARCH ROAD EDEN 14057","EDEN"
1483,"MEENAN OIL CO","ROA HOOK RD CORTLANDT 10566","CORTLANDT"
1484,"TERMINAL RESERVOIR","4170 ST RTE 31 - E OF RTE 481 CLAY","CLAY"
1485,"GAGNE PROPERTY","5509 HORSESHOE LAKE RD STAFFORD 14143","STAFFORD"
1486,"Parish Petro Inc","2023 St Rte 104 Parish 13131","PARISH"
1487,"NACHLAS ENUNAH BUNG'S WOODLAND BUNGALOWS","71 Joyland Rd Monticello 12701","THOMPSON"
1488,"SEAWANHAKA CORINTHIAN YACHT CLUB PROPERTY","314 YACHT CLUB RD|NCTM 28-E-1 CENTRE ISLAND 11771","OYSTER BAY"
1489,"EDWARDS-KNOX CENTRAL SCHOOL & BUS GARAGE","2512 CO RTE 24 HERMON 13652","RUSSELL"
1490,"FOREST MANOR MHP","895 ST RTE 369 |NW OF RICHARDS RD CHENANGO FORKS 13746","FENTON"
1491,"MCWA WEBSTER WTP AND LAKE WATER PUMP STATION","E SIDE WATER SUPPLY WEBSTER/PENFIELD","PENFIELD:WEBSTER"
1492,"BLENHEIM-GILBOA PUMPED STORAGE PROJECT","397 Power Plant Access Rd Gilboa,Blenheim 12076","BLENHEIM:GILBOA"
1493,"LILLY'S FARM MARKET","17B S MAPLEWOOD RD MONTICELLO 12777","THOMPSON"
1494,"ELG Utica Alloys, LLC","378 GROS BLVD HERKIMER 13350","HERKIMER"
1495,"DOVER RIDGE ESTATES","Stowe Dr Beekman 12570","BEEKMAN"
1496,"Knowles Cazenovia","2777 US RTE 20 E CAZENOVIA 13035","NELSON"
1497,"RIVERWOOD ESTATES","ROSEWOOD LN OFF ST RTE 12 CLAYTON 13624","CLAYTON"
1498,"HAMLET OF ESSEX WATER FILTRATION PLANT","20 BEGGS POINT ST ESSEX 12936","ESSEX"
1499,"CHEDWEL CLUB","5149 St Rte 430|N OF LEWIS RD Ellery 14712","ELLERY"
1500,"DEERFIELD ESTATES MOBILE HOME PARK","1795 CO RTE 107 PERTH 12010","PERTH"
1501,"GOWANUS GENERATING STATION","29TH ST & 2ND AVE Brooklyn 11232","BROOKLYN"
1502,"BRIGZNA PROPERTY","11216 ALEXANDER RD ATTICA 14011","ALEXANDER"
1503,"PLEASANT VALLEY TRAILER PARK","256 Old Rte 17 Windsor 13865","WINDSOR"
1504,"TONAWANDA TERMINAL","4545 RIVER RD TOWN OF TONAWANDA 14150","TONAWANDA"
1505,"LAKE BLUFF CAMPGROUND","7150 GARNER RD HURON","HURON"
1506,"SAINT MARY AND POPE KYRILLOS MONASTERY","2087 RTE 9W Esopus 12528","ESOPUS"
1507,"KYNDRYL INC - STERLING FOREST","300 LONG MEADOW RD STERLING FOREST 10979","WARWICK"
1508,"LONG ISLAND AQUARIUM","431 E MAIN ST|Sctm  600-129-4-21.3 Riverhead 11901","RIVERHEAD"
1509,"SAAL PROPERTY","58 ORRS MILLS RD SALISBURY MILLS 12577","BLOOMING GROVE"
1510,"HIGH MEADOWS MOBILE HOME PARK","HOLSAPPLE RD DOVER PLAINS","DOVER"
1511,"CROTON AQUEDUCT-SHAFT 24 & 25","BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH&  W 179TH STS NEW YORK","MANHATTAN"
1512,"EAST MARTINSBURG PIT","WHITTAKER RD - 1000' W OF ST RTE 12 Martinsburg 13404","MARTINSBURG"
1513,"JACKSON PROPERTY","CO RTE 20 STOCKPORT 12171","STOCKPORT"
1514,"COUNTRY SKY MOBILE HOME PARK","241 MOFFITT RD PLATTSBURGH 12901","BEEKMANTOWN"
1515,"ELEMENT CARBON HV RIVER ROAD","1106 RIVER RD NEW WINDSOR 12553","NEW WINDSOR"
1516,"PHILLIS PROPERTY","820 LAKE RD WEBSTER 14580","WEBSTER"
1517,"PERU WATER FILTRATION PLANT","223 RESERVOIR RD PERU 12972","PERU"
1518,"PRAHLER PROPERTY","5894 W Wautoma Beach Rd Hilton 14468","HAMLIN"
1519,"Little Cat Lodge","ST RTE 23 - 3 MI E OF HILLSDALE HILLSDALE 12524","COPAKE"
1520,"CATTARAUGUS CHRISTIAN CAMP","9714 LEON RD CATTARAUGUS 14719","NEW ALBION"
1521,"ITT ENIDINE INC","7 CENTRE DR ORCHARD PARK 14127","ORCHARD PARK"
1522,"SOUTH OTSELIC FISH HATCHERY","ST RTE 26 - E SIDE - JUST N OF TOWN LINE SOUTH OTSELIC 13155","OTSELIC"
1523,"SHILOH RETREAT CENTER","220 W MADISON AVE NEW BALTIMORE 12124","NEW BALTIMORE"
1524,"ROUNDTOP AT MONTROSE STP","2070 ALBANY POST RD (ST RTE 9A) MONTROSE","CORTLANDT"
1525,"POTIC RESERVOIR WTP","89 POTIC CREEK RD EARLTON 12058","COXSACKIE"
1526,"DUNWOODIE CENTRAL SUBSTATION","MARCO & SMART AVE YONKERS 10704","YONKERS"
1527,"PRESBYTERY OF GENEVA - CAMP WHITMAN","150 WHITMAN RD OFF E LEACH RD TORREY","TORREY"
1528,"294 ROUTE 100 LLC","294 RTE 100 SOMERS 10589","SOMERS"
1529,"DAILEY - HOOSICK QUARRY","114 FARMERS INN RD HOOSICK 12090","HOOSICK"
1530,"NYC-TA  SOUTH CHANNEL BRIDGE","SOUTH CHANNEL BRG/JAMAICA BAY ROCKAWAY","QUEENS"
1531,"INDIAN CASTLE REST AREA","INTERSTATE 90 WESTBOUND LANE Danube 13365","DANUBE"
1532,"VERONA MAINTENANCE FACILITY","ST RTE 365 AT I-90 EXIT 33 NYS THRUWAY VERONA 13478","VERONA"
1533,"BERKSHIRE MAINTENANCE FACILITY","EXIT B2 off RT 90 Chatham 12037","CHATHAM"
1534,"CATSKILL MAINTENANCE FACILITY","I87 Approach Rd Exit 21|Off RTE 23B Catskill 12414","CATSKILL"
1535,"VILLAGE OF BROADALBIN WWTF","S SECOND AVE BROADALBIN 12025","BROADALBIN"
1536,"MONTGOMERY-T STP DIST # 1","201 CO RTE 416 MONTGOMERY 12549","MONTGOMERY"
