"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NY0035017",207,"3-5522-00037/00002","LAKELAND CENTRAL SCHOOL DISTRICT",180,"P/C/I SPDES - Surface Discharge","Issued",2023-09-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-07-01 04:00:00,2029-06-30 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0035041",272,"5-5328-00010/00002","NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION",198,"P/C/I SPDES - Surface Discharge","Issued",2023-09-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-04-09 04:00:00,2029-03-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0035050",200,"3-5522-00243/00001","TOWN OF CORTLANDT",173,"P/C/I SPDES - Surface Discharge","Issued",2020-08-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-01 05:00:00,2026-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035131",806,"7-3532-00004/00005","VILLAGE OF CENTRAL SQUARE",680,"Municipal SPDES - Surface Discharge","Issued",2022-05-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-28 04:00:00,2026-05-31 04:00:00,"KEVIN M BALDUZZI",NA,NA
"NY0035262",1149,"3-4836-00097/00001","RAYIM REALTY CORP",965,"P/C/I SPDES - Surface Discharge","Issued",2020-08-27,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-01 05:00:00,2026-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035271",136,"3-4838-00019/00001","AQUATIC TECHNOLOGIES INC",120,"P/C/I SPDES - Surface Discharge","Issued",2020-05-06,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-24 04:00:00,2027-07-31 04:00:00,"VICTORIA A LAWRENCE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035327",1329,"3-4844-00112/00001","NYS Dept of Environmental Conservation",3,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2024-11-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NY0035335",249,"5-1652-00134/00004","NYS Dept of Environmental Conservation",3,"P/C/I SPDES - Surface Discharge","Issued",2023-03-29,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-06-01 04:00:00,2029-05-31 04:00:00,"BENJAMIN M SHUBERT",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035343",246,"5-1634-00006/00001","NYS Dept of Environmental Conservation",3,"Industrial SPDES - Surface Discharge","Issued",2020-03-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035394",374,"6-3013-00027/00001","NYS Dept of Environmental Conservation",3,"Industrial SPDES - Surface Discharge","Issued",2020-03-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-06-07 04:00:00,2026-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035408",331,"6-2150-00001/00002","NYS Dept of Environmental Conservation",3,"Industrial SPDES - Surface Discharge","Issued",2020-04-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035424",682,"8-4672-00169/00004","NYS Dept of Environmental Conservation",3,"P/C/I SPDES - Surface Discharge","Issued",2020-07-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-14 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035432",601,"8-2422-00019/00004","NYS Dept of Environmental Conservation",3,"Industrial SPDES - Surface Discharge","Written Comments Deadline",2024-07-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0035441",3,"9-0628-00098/00004","NYS Dept of Environmental Conservation",3,"P/C/I SPDES - Surface Discharge","Issued",2021-06-30,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"KERRI L PICKARD-DEPRIEST",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035530",714,"8-5446-00011/00006","TOWN OF WILLIAMSON",599,"Industrial SPDES - Surface Discharge","Issued",2021-08-09,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-09-30 04:00:00,2026-08-31 04:00:00,"DONALD J KLACZKO",NA,NA
"NY0035564",1154,"6-2246-00036/00004","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2023-12-05,"MAJOR","Type II Action","Not Applicable","None Designated","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2024-03-14 04:00:00,2027-03-31 04:00:00,"MOLLY L FARRELL","The proposed activity is not subject to review in accordance with SHPA. The permit type is exempt or the activity is being reviewed in accordance with federal historic preservation regulations.","The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035572",357,"6-2244-00007/00001","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2023-06-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0035599",127,"3-4836-00008/00002","AGUDATH ISRAEL OF AMERICA",112,"P/C/I SPDES - Surface Discharge","Issued",2020-07-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-08-27 04:00:00,2025-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035637",40,"3-1356-00066/00002","TOWN OF WAPPINGER",41,"Municipal SPDES - Surface Discharge","Issued",2022-07-18,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-25 04:00:00,2026-04-30 04:00:00,"VICTORIA A LAWRENCE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035645",1467,"3-4846-00196/00001","TOWN OF THOMPSON",127,"Municipal SPDES - Surface Discharge","Incomplete",2024-12-27,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL V GROSSO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035939",1481,"3-1328-00188/00001","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2021-04-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035955",1741,"3-3730-00235/00001","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2021-01-08,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-05-12 04:00:00,2028-04-30 04:00:00,"KATHERINE T COFFIN",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0035980",1379,"8-4624-00058/00001","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2022-03-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-20 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0035998",1380,"8-4630-00022/00001","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2022-03-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-20 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036005",1987,"3-4844-00383/00003","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2023-03-16,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-05-01 04:00:00,2029-12-31 05:00:00,"FRANK J BENEDETTO, III","The proposed activity is not subject to review in accordance with SHPA. The permit type is exempt or the activity is being reviewed in accordance with federal historic preservation regulations.",NA
"NY0036013",832,"7-4928-00006/00001","NYS Dept of Transportation",256,"P/C/I SPDES - Surface Discharge","Issued",2021-09-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-03-01 05:00:00,2027-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036064",135,"3-4838-00018/00003","CONGREGATION MACHNE CHAIM",119,"P/C/I SPDES - Surface Discharge","Issued",2022-02-16,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-04 04:00:00,2028-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036234",126,"3-4836-00005/00002","AGUDATH ISRAEL OF AMERICA",112,"P/C/I SPDES - Surface Discharge","Issued",2020-07-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-02-01 05:00:00,2026-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036242",354,"6-2234-00007/00001","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2020-08-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-01 05:00:00,2026-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036251",359,"6-2246-00009/00003","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2021-10-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-01 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036269",342,"6-2222-00026/00003","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2020-09-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-04-01 04:00:00,2026-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036285",341,"6-2222-00025/00001","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2023-06-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0036315",491,"9-0666-00005/00001","VILLAGE OF SHERMAN",414,"Municipal SPDES - Surface Discharge","Issued",2023-10-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-04-01 04:00:00,2029-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0036587",44,"3-3320-00026/00003","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT",44,"P/C/I SPDES - Surface Discharge","Issued",2020-03-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-30 04:00:00,2026-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036617",808,"7-3534-00009/00001","VILLAGE OF MEXICO",683,"Municipal SPDES - Surface Discharge","Issued",2022-02-08,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-01 05:00:00,2027-12-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0036633",1846,"6-2222-00648/00001","DAILY REALTY ASSOCIATES LLC",1523,"P/C/I SPDES - Surface Discharge","Issued",2022-04-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-02-01 05:00:00,2028-01-31 05:00:00,"THOMAS A RASCONA",NA,NA
"NY0036684",210,"3-5530-00013/00002","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT",176,"P/C/I SPDES - Surface Discharge","Issued",2020-02-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-01 05:00:00,2025-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0036692",203,"3-5530-00154/00002","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT",176,"P/C/I SPDES - Surface Discharge","Issued",2020-11-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-04-01 04:00:00,2026-03-31 04:00:00,"KARYN HANSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0036706",1293,"5-1548-00064/00001","TOWN OF TICONDEROGA",1084,"Municipal SPDES - Surface Discharge","Issued",2023-08-10,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2026-07-31 04:00:00,"KATHRYN B SWEET",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
