"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NY0034347_2022-01-25","LAKE DURANT CAMPGROUND",252,"NY0034347","5-2026-00011/00001","NYS Dept of Environmental Conservation","Renewal Treat as New",2022-01-25,"Issued","renewal of spdes",2024-05-29 04:00:00,2024-06-28 04:00:00,FALSE,FALSE
"NY0034363_2022-09-16","LIMEKILN LAKE CAMPGROUND",253,"NY0034363","0-9999-00125/00001","NYS Dept of Environmental Conservation","Renewal Treat as New",2022-09-16,"Issued","spdes fast track renewal for # ny0034363",2022-09-28 04:00:00,2022-10-28 04:00:00,FALSE,FALSE
"NY0034355_2023-01-17","MOFFITT BEACH CAMPGROUND",254,"NY0034355","5-2030-00010/00001","NYS Dept of Environmental Conservation","Renewal Treat as New",2023-01-17,"Issued","spdes fast track renewal for # ny0034355",2023-02-08 05:00:00,2023-03-10 05:00:00,FALSE,FALSE
"NY0034371_2022-09-15","SACANDAGA CAMPGROUND",255,"NY0034371","5-2036-00004/00001","NYS Dept of Environmental Conservation","Renewal Treat as New",2022-09-15,"Issued","spdes fast track renewal for # ny0034371",2022-09-28 04:00:00,2022-10-28 04:00:00,FALSE,FALSE
"NY0130826_2024-06-17","MOHAWK RIVER COUNTRY CLUB & CHATEAU",256,"NY0130826","5-4124-00017/00001","MOHAWK RIVER COUNTRY CLUB CHATEAU, INC.","Renewal Treat as New",2024-06-17,"Issued","spdes fast track renewal for ny0130826",2024-07-03 04:00:00,2024-08-02 04:00:00,FALSE,FALSE
"NY0020397_2021-10-07","Corinth STP",257,"NY0020397","5-4126-00005/00001","VILLAGE OF CORINTH","Minor Modification",2021-10-07,"Discontinued","mod - discontinue",NA,NA,FALSE,FALSE
"NY0004405_2022-06-03","INTERNATIONAL PAPER HUDSON RIVER MILLS DEVELOPMENT",258,"NY0004405","5-4126-00007/00005","INTERNATIONAL PAPER COMPANY","Minor Modification",2022-06-03,"Discontinued","mod - discontinue spdes permit",NA,NA,FALSE,FALSE
"NY0076031_2020-03-02","GALWAY CENTRAL SCHOOLS",259,"NY0076031","5-4132-00001/00017","GALWAY CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2020-03-02,"Issued","spdes fast track renewal for # ny0076031",2020-03-18 04:00:00,2020-04-17 04:00:00,FALSE,FALSE
"NY0076031_2024-12-30","GALWAY CENTRAL SCHOOLS",259,"NY0076031","5-4132-00001/00017","GALWAY CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2024-12-30,"Final Decision Due","spdes fast track renewal for ny0076031",2025-01-15 05:00:00,2025-02-14 05:00:00,FALSE,FALSE
"NYR10N774_2020-10-01","SARATOGA CO SEWER DIST #1",260,"NYR10N774","5-4138-00014/00001","SARATOGA COUNTY","Renewal Treat as New",2020-10-01,"Issued","spdes # ny0028240 modification and renewal with full technical review",2021-12-08 05:00:00,2022-01-07 05:00:00,FALSE,FALSE
"NY0028240_2020-10-01","SARATOGA CO SEWER DIST #1",260,"NY0028240","5-4138-00014/00001","SARATOGA COUNTY","Renewal Treat as New",2020-10-01,"Issued","spdes # ny0028240 modification and renewal with full technical review",2021-12-08 05:00:00,2022-01-07 05:00:00,FALSE,FALSE
"NY0007161_2021-03-04","COTTRELL PAPER COMPANY INC",261,"NY0007161","5-4142-00001/00002","COTTRELL PAPER COMPANY INC","Renewal Treat as New",2021-03-04,"Issued","fast track spdes renewal ny0007161",2021-04-21 04:00:00,2021-05-21 04:00:00,FALSE,FALSE
"NY0034711_2023-11-09","FOREST HILLS MOBILE HOME PARK",262,"NY0034711","5-4142-00002/00001","Forest Hills Park LLC","Renewal Treat as New",2023-11-09,"Issued","spdes fast track renewal for ny0034711",2023-12-06 05:00:00,2024-01-05 05:00:00,FALSE,FALSE
"NY0248657_2021-08-23","POMPA BROS QUARRY & MILL",263,"NY0248657","5-4142-00003/00007","POMPA BROS., INC.","Renewal Treat as New",2021-08-23,"Issued","spdes fast track renewal for # ny",2021-09-29 04:00:00,2021-10-29 04:00:00,FALSE,FALSE
"NYR20A027_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR20A027","5-4142-00005/00027","US DEPT OF ENERGY","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,FALSE,FALSE
"NYR10F015_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR10F015","5-4142-00005/00027","US DEPT OF ENERGY","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,FALSE,FALSE
"NYR10F014_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR10F014","5-4142-00005/00027","US DEPT OF ENERGY","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,FALSE,FALSE
"NY0005843_2023-03-21","KENNETH A. KESSELRING SITE",264,"NY0005843","5-4142-00005/00027","US DEPT OF ENERGY","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,FALSE,FALSE
"NY5890008_2023-03-21","KENNETH A. KESSELRING SITE",264,"NY5890008","5-4142-00005/00027","US DEPT OF ENERGY","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,FALSE,FALSE
"NYR20A027_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR20A027","5-4142-00005/00027","Fluor Marine Propulsion LLC","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,TRUE,FALSE
"NYR10F015_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR10F015","5-4142-00005/00027","Fluor Marine Propulsion LLC","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,TRUE,FALSE
"NYR10F014_2023-03-21","KENNETH A. KESSELRING SITE",264,"NYR10F014","5-4142-00005/00027","Fluor Marine Propulsion LLC","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,TRUE,FALSE
"NY0005843_2023-03-21","KENNETH A. KESSELRING SITE",264,"NY0005843","5-4142-00005/00027","Fluor Marine Propulsion LLC","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,TRUE,FALSE
"NY5890008_2023-03-21","KENNETH A. KESSELRING SITE",264,"NY5890008","5-4142-00005/00027","Fluor Marine Propulsion LLC","Modification Treat as New",2023-03-21,"Expired","spdes mod to remove nitrite ammonia treatment facility and permit conditions",NA,NA,TRUE,FALSE
"NYR20A027_2024-12-11","KENNETH A. KESSELRING SITE",264,"NYR20A027","5-4142-00005/00027","US DEPT OF ENERGY","Modification",2024-12-11,"Issued","minor mod to remove tss sampling requirement for outfall 002 which was included in previous permit modification in error",NA,NA,FALSE,FALSE
"NYR10F015_2024-12-11","KENNETH A. KESSELRING SITE",264,"NYR10F015","5-4142-00005/00027","US DEPT OF ENERGY","Modification",2024-12-11,"Issued","minor mod to remove tss sampling requirement for outfall 002 which was included in previous permit modification in error",NA,NA,FALSE,FALSE
"NYR10F014_2024-12-11","KENNETH A. KESSELRING SITE",264,"NYR10F014","5-4142-00005/00027","US DEPT OF ENERGY","Modification",2024-12-11,"Issued","minor mod to remove tss sampling requirement for outfall 002 which was included in previous permit modification in error",NA,NA,FALSE,FALSE
"NY0005843_2024-12-11","KENNETH A. KESSELRING SITE",264,"NY0005843","5-4142-00005/00027","US DEPT OF ENERGY","Modification",2024-12-11,"Issued","minor mod to remove tss sampling requirement for outfall 002 which was included in previous permit modification in error",NA,NA,FALSE,FALSE
"NY5890008_2024-12-11","KENNETH A. KESSELRING SITE",264,"NY5890008","5-4142-00005/00027","US DEPT OF ENERGY","Modification",2024-12-11,"Issued","minor mod to remove tss sampling requirement for outfall 002 which was included in previous permit modification in error",NA,NA,FALSE,FALSE
"NYR20A027_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR20A027","5-4142-00005/00027","US DEPT OF ENERGY","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NYR10F015_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR10F015","5-4142-00005/00027","US DEPT OF ENERGY","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NYR10F014_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR10F014","5-4142-00005/00027","US DEPT OF ENERGY","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NY0005843_2023-03-03","KENNETH A. KESSELRING SITE",264,"NY0005843","5-4142-00005/00027","US DEPT OF ENERGY","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NY5890008_2023-03-03","KENNETH A. KESSELRING SITE",264,"NY5890008","5-4142-00005/00027","US DEPT OF ENERGY","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,FALSE,FALSE
"NYR20A027_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR20A027","5-4142-00005/00027","Fluor Marine Propulsion LLC","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,TRUE,FALSE
"NYR10F015_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR10F015","5-4142-00005/00027","Fluor Marine Propulsion LLC","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,TRUE,FALSE
"NYR10F014_2023-03-03","KENNETH A. KESSELRING SITE",264,"NYR10F014","5-4142-00005/00027","Fluor Marine Propulsion LLC","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,TRUE,FALSE
"NY0005843_2023-03-03","KENNETH A. KESSELRING SITE",264,"NY0005843","5-4142-00005/00027","Fluor Marine Propulsion LLC","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,TRUE,FALSE
"NY5890008_2023-03-03","KENNETH A. KESSELRING SITE",264,"NY5890008","5-4142-00005/00027","Fluor Marine Propulsion LLC","Renewal Treat as New",2023-03-03,"Issued","spdes fast track renewal for ny0005843",2023-04-19 04:00:00,2023-05-19 04:00:00,TRUE,FALSE
"NYR00F282_2020-11-10","Essity Professional Hygiene North America LLC",265,"NYR00F282","5-4144-00004/00003","Essity Professional Hygiene North America LLC","Modification Treat as New",2020-11-10,"SAPA Extended","mod - new permit limit of settable solids 0.3ml/l",2020-12-23 05:00:00,2021-01-22 05:00:00,FALSE,FALSE
"NY0007226_2020-11-10","Essity Professional Hygiene North America LLC",265,"NY0007226","5-4144-00004/00003","Essity Professional Hygiene North America LLC","Modification Treat as New",2020-11-10,"SAPA Extended","mod - new permit limit of settable solids 0.3ml/l",2020-12-23 05:00:00,2021-01-22 05:00:00,FALSE,FALSE
"NYR00F282_2022-07-08","Essity Professional Hygiene North America LLC",265,"NYR00F282","5-4144-00004/00003","Essity Professional Hygiene North America LLC","Renewal Treat as New",2022-07-08,"Suspended Indefinitely","spdes renew-mod",NA,NA,FALSE,FALSE
"NY0007226_2022-07-08","Essity Professional Hygiene North America LLC",265,"NY0007226","5-4144-00004/00003","Essity Professional Hygiene North America LLC","Renewal Treat as New",2022-07-08,"Suspended Indefinitely","spdes renew-mod",NA,NA,FALSE,FALSE
"NY0093637_2024-07-31","STILLWATER STP",266,"NY0093637","5-4152-00009/00001","VILLAGE OF STILLWATER","Renewal Treat as New",2024-07-31,"Final Decision Due","spdes fast track renewal for ny0093637",2024-09-04 04:00:00,2024-10-04 04:00:00,FALSE,FALSE
"NYR10M744_2022-11-28","LEHIGH CEMENT COMPANY LLC",267,"NYR10M744","5-5205-00013/00002","LEHIGH CEMENT COMPANY LLC","Renewal Treat as New",2022-11-28,"Issued","spdes fast track renewal for # ny0008150",2022-12-14 05:00:00,2023-01-13 05:00:00,FALSE,FALSE
"NY0008150_2022-11-28","LEHIGH CEMENT COMPANY LLC",267,"NY0008150","5-5205-00013/00002","LEHIGH CEMENT COMPANY LLC","Renewal Treat as New",2022-11-28,"Issued","spdes fast track renewal for # ny0008150",2022-12-14 05:00:00,2023-01-13 05:00:00,FALSE,FALSE
"NYR00F623_2021-09-08","RUBY MOUNTAIN GARNET MINE",268,"NYR00F623","5-9905-00089/00003","BARTON MINES CORPORATION","Renewal Treat as New",2021-09-08,"Issued","spdes fast track renewal for # ny0034959",2021-12-29 05:00:00,2022-01-28 05:00:00,FALSE,FALSE
"NY0034959_2021-09-08","RUBY MOUNTAIN GARNET MINE",268,"NY0034959","5-9905-00089/00003","BARTON MINES CORPORATION","Renewal Treat as New",2021-09-08,"Issued","spdes fast track renewal for # ny0034959",2021-12-29 05:00:00,2022-01-28 05:00:00,FALSE,FALSE
"NY0023663_2021-04-09","ARGYLE CENTRAL HIGH SCHOOL",269,"NY0023663","5-5320-00001/00003","ARGYLE CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-04-09,"Issued","spdes fast track renewal for # ny0023663",2021-05-19 04:00:00,2021-06-18 04:00:00,FALSE,FALSE
"NY0006807_2020-03-19","HOLLINGSWORTH & VOSE-EASTON MILL",270,"NY0006807","5-5326-00004/00004","HOLLINGSWORTH & VOSE COMPANY","Renewal Treat as New",2020-03-19,"Suspended Indefinitely","spdes fast track renewal for # ny0006807",NA,NA,FALSE,FALSE
"NY0030627_2023-09-15","FORT ANN STP",271,"NY0030627","5-5328-00004/00001","VILLAGE OF FORT ANN","Renewal Treat as New",2023-09-15,"Issued","spdes fast track renewal for ny0030627",2023-11-29 05:00:00,2023-12-29 05:00:00,FALSE,FALSE
"NY0035041_2023-09-25","NYS GREAT MEADOW CORRECTIONAL FACILITY",272,"NY0035041","5-5328-00010/00002","NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION","Renewal Treat as New",2023-09-25,"Issued","spdes fast track renewal for ny0035041",2024-03-06 05:00:00,2024-04-05 04:00:00,FALSE,FALSE
"NY0131555_2020-02-10","GREENWICH STP",273,"NY0131555","5-5326-00115/00002","VILLAGE OF GREENWICH","Renewal Treat as New",2020-02-10,"Issued","ebps full tech review & add disinfection requirement ny0131555",2020-02-19 05:00:00,2020-03-20 04:00:00,FALSE,FALSE
"NY0131555_2024-12-18","GREENWICH STP",273,"NY0131555","5-5326-00115/00002","VILLAGE OF GREENWICH","Renewal Treat as New",2024-12-18,"Final Decision Due","spdes fast track renewal for ny0131555",2025-01-29 05:00:00,2025-02-28 05:00:00,FALSE,FALSE
"NYR00B421_2021-04-19","PECKHAM MATERIALS CORP  PLANT 31",274,"NYR00B421","5-5344-00009/00019","PECKHAM MATERIALS CORP.","Renewal Treat as New",2021-04-19,"Issued","spdes fast track renewal for # ny0265292",2021-06-30 04:00:00,2021-07-30 04:00:00,FALSE,FALSE
"NY0265292_2021-04-19","PECKHAM MATERIALS CORP  PLANT 31",274,"NY0265292","5-5344-00009/00019","PECKHAM MATERIALS CORP.","Renewal Treat as New",2021-04-19,"Issued","spdes fast track renewal for # ny0265292",2021-06-30 04:00:00,2021-07-30 04:00:00,FALSE,FALSE
"NY0131334_2021-05-12","WHITEHALL CENTRAL SCHOOLS",275,"NY0131334","5-5352-00005/00003","WHITEHALL CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-05-12,"Issued","spdes fast track renewal for # ny0131334",2021-08-04 04:00:00,2021-09-03 04:00:00,FALSE,FALSE
"NY0145564_2023-08-16","GLASCO WASTEWATER TREATMENT PLANT",276,"NY0145564","3-5148-00074/00002","TOWN OF SAUGERTIES","Renewal Treat as New",2023-08-16,"Issued","spdes fast track renewal for  ny0145564",2023-09-20 04:00:00,2023-10-20 04:00:00,FALSE,FALSE
"NY0024848_2021-04-29","MOUNTAIN VIEW APARTMENTS",277,"NY0024848","3-1330-00058/00001","VC FISHKILL LLC","Minor Modification",2021-04-29,"Issued","transfer",NA,NA,FALSE,TRUE
"NY0024848_2021-03-09","MOUNTAIN VIEW APARTMENTS",277,"NY0024848","3-1330-00058/00001","MAHOPAC PARK TERRACE INC","Renewal Treat as New",2021-03-09,"Issued","spdes fast track renewal for # ny0024848",2021-03-17 04:00:00,2021-04-16 04:00:00,FALSE,FALSE
"NY0148989_2024-03-07","CHROMALLOY NEW YORK",278,"NY0148989","3-3924-00074/00013","CHROMALLOY GAS TURBINE LLC","Renewal Treat as New",2024-03-07,"Issued","spdes fast track renewal for ny0148989",2024-03-27 04:00:00,2024-04-26 04:00:00,FALSE,FALSE
"NY0006866_2023-09-12","METRO-NORTH RAILROAD  HARMON YARD",279,"NY0006866","3-5522-00074/00001","METRO-NORTH COMMUTER RAILROAD COMPANY","Renewal Treat as New",2023-09-12,"Issued","fast track spdes renewal for ny0006866",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0006866_2023-09-12","METRO-NORTH RAILROAD  HARMON YARD",279,"NY0006866","3-5522-00074/00001","METROPOLITAN TRANSPORTATION AUTHORITY","Renewal Treat as New",2023-09-12,"Issued","fast track spdes renewal for ny0006866",2024-01-03 05:00:00,2024-02-02 05:00:00,TRUE,FALSE
"NY0280291_2024-09-24","LONG BEACH WATER POLLUTION CONTROL PLANT",280,"NY0280291","1-2809-00045/00010","CITY OF LONG BEACH","New",2024-09-24,"Issued","temp dewatering and discharge for long beach pump station construction",2024-12-11 05:00:00,2025-01-10 05:00:00,FALSE,FALSE
"NY0020567_2024-09-24","LONG BEACH WATER POLLUTION CONTROL PLANT",280,"NY0020567","1-2809-00045/00010","CITY OF LONG BEACH","New",2024-09-24,"Issued","temp dewatering and discharge for long beach pump station construction",2024-12-11 05:00:00,2025-01-10 05:00:00,FALSE,FALSE
"NY0226530_2020-10-22","FREEPORT POWER PLANT #1",281,"NY0226530","1-2820-00357/00001","VILLAGE OF FREEPORT","Renewal Treat as New",2020-10-22,"Issued","spdes fast track renewal for # ny0226530",2021-03-31 04:00:00,2021-04-30 04:00:00,FALSE,FALSE
"NY0106721_2023-08-15","LIDO BOULEVARD WELL FIELD",282,"NY0106721","1-2820-00430/00001","TOWN OF HEMPSTEAD","Renewal Treat as New",2023-08-15,"Issued","spdes fast track renewal for ny0106721",2023-09-20 04:00:00,2023-10-20 04:00:00,FALSE,FALSE
"NYR10Y245_2023-11-27","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR10Y245","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2023-11-27,"Issued","dms-p, mod: remove chloroform action level",2024-01-24 05:00:00,2024-02-23 05:00:00,FALSE,FALSE
"NYR10A316_2023-11-27","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR10A316","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2023-11-27,"Issued","dms-p, mod: remove chloroform action level",2024-01-24 05:00:00,2024-02-23 05:00:00,FALSE,FALSE
"NYR00B176_2023-11-27","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR00B176","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2023-11-27,"Issued","dms-p, mod: remove chloroform action level",2024-01-24 05:00:00,2024-02-23 05:00:00,FALSE,FALSE
"NY0026450_2023-11-27","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NY0026450","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2023-11-27,"Issued","dms-p, mod: remove chloroform action level",2024-01-24 05:00:00,2024-02-23 05:00:00,FALSE,FALSE
"NYR10Y245_2020-09-18","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR10Y245","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","dms-f, renew/modify permit: south shore wrf (bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
"NYR10A316_2020-09-18","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR10A316","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","dms-f, renew/modify permit: south shore wrf (bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
"NYR00B176_2020-09-18","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NYR00B176","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","dms-f, renew/modify permit: south shore wrf (bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
"NY0026450_2020-09-18","South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant)",283,"NY0026450","1-2820-00652/00002","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","dms-f, renew/modify permit: south shore wrf (bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
"NYR10A315_2020-09-18","CEDAR CREEK WPCP",284,"NYR10A315","1-2820-00653/00001","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","renew/modify : prep for south shore wrf(bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
"NYR00B177_2020-09-18","CEDAR CREEK WPCP",284,"NYR00B177","1-2820-00653/00001","NASSAU COUNTY","Modification Treat as New",2020-09-18,"Issued","renew/modify : prep for south shore wrf(bay park) - cedar creek conveyance",2020-12-02 05:00:00,2021-01-04 05:00:00,FALSE,FALSE
