1241996661	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS																		1	125	125	12	3	-5.0	2	1	2	-6.38297872340425	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	0								4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996662	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS																		1	190	190	19	4	-10.0	2	1	2	-6.38297872340425	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	0								4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996663	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								AUSJUD	AUSTRALIA	AUS					JUD			1	112	112	11	3	-2.0	4	1	4	-6.38297872340425	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996664	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								AUSJUD	AUSTRALIA	AUS					JUD			1	112	112	11	3	-2.0	2	1	2	-6.38297872340425	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	4	Morwell, Victoria, Australia	AS	AS07	5424	-38.2348	146.395	-1589033	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996665	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								AUSJUD	AUSTRALIA	AUS					JUD			1	190	190	19	4	-10.0	6	1	6	-6.38297872340425	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996666	20250506	202505	2025	2025.3452	AUS	AUSTRALIAN	AUS								AUSLEG	AUSTRALIA	AUS					LEG			0	020	020	02	1	3.0	8	4	8	-2.19864402058214	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20250506020000	https://www.cootamundraherald.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996667	20250506	202505	2025	2025.3452	AUS	AUSTRALIAN	AUS								AUSLEG	AUSTRALIA	AUS					LEG			0	020	020	02	1	3.0	2	1	2	-2.19575735020469	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	20250506020000	https://www.mandurahmail.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996668	20250506	202505	2025	2025.3452	AUS	AUSTRALIAN	AUS								AUSLEG	AUSTRALIA	AUS					LEG			0	020	020	02	1	3.0	2	1	2	-2.19941348973607	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20250506020000	https://www.batemansbaypost.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996669	20250506	202505	2025	2025.3452	AUS	AUSTRALIAN	AUS								AUSLEG	AUSTRALIA	AUS					LEG			0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.naroomanewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996670	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-1.77215189873418	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	20250506020000	https://www.mandurahmail.com.au/story/8959205/young-cancer-survivor-highlights-challenges-faced-by-her-demographic/
1241996671	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-1.79445350734094	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20250506020000	https://www.batemansbaypost.com.au/story/8959205/young-cancer-survivor-highlights-challenges-faced-by-her-demographic/
1241996672	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-1.82119205298013	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.naroomanewsonline.com.au/story/8959205/young-cancer-survivor-highlights-challenges-faced-by-her-demographic/
1241996673	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	12	6	12	1.6156207295803	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250506020000	https://www.newcastleherald.com.au/story/8959463/labor-push-bold-agenda-as-cabinet-speculation-mounts/
1241996674	20250506	202505	2025	2025.3452	AUS	SYDNEY	AUS								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	-0.45662100456621	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://hotair.com/tree-hugging-sister/2025/05/05/the-met-gala-is-tonight-not-much-of-a-party-as-i-wasnt-invited-n3802465
1241996675	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								JUD	MAGISTRATE						JUD			1	112	112	11	3	-2.0	2	1	2	-6.38297872340425	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996676	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								JUD	MAGISTRATE						JUD			1	190	190	19	4	-10.0	2	1	2	-6.38297872340425	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	4	Latrobe Valley, Victoria, Australia	AS	AS07	5424	-38.15	146.8	-1583133	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996677	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								LAB	EMPLOYEE						LAB			0	061	061	06	2	6.4	2	1	2	-6.38297872340425	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241996678	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								LEG	SENATE						LEG			1	112	112	11	3	-2.0	16	4	16	-2.19864402058214	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20250506020000	https://www.cootamundraherald.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996679	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								LEG	SENATE						LEG			1	112	112	11	3	-2.0	4	1	4	-2.19575735020469	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	20250506020000	https://www.mandurahmail.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996680	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								LEG	SENATE						LEG			1	112	112	11	3	-2.0	4	1	4	-2.19941348973607	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20250506020000	https://www.batemansbaypost.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996681	20250506	202505	2025	2025.3452	AUS	AUSTRALIA	AUS								LEG	SENATE						LEG			1	112	112	11	3	-2.0	4	1	4	-2.21402214022141	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.naroomanewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996682	20250506	202505	2025	2025.3452	AUSBUS	AUSTRALIA	AUS					BUS													0	026	026	02	1	4.0	8	1	8	-0.53285968028419	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20250506020000	https://www.batemansbaypost.com.au/story/8958531/moruya-prepares-for-new-automatic-phone-exchange/
1241996683	20250506	202505	2025	2025.3452	AUSBUS	AUSTRALIA	AUS					BUS													0	040	040	04	1	1.0	8	1	8	-0.53285968028419	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	0								4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.batemansbaypost.com.au/story/8958531/moruya-prepares-for-new-automatic-phone-exchange/
1241996684	20250506	202505	2025	2025.3452	AUSBUS	AUSTRALIA	AUS					BUS													0	046	046	04	1	7.0	8	1	8	-0.53285968028419	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	0								4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.batemansbaypost.com.au/story/8958531/moruya-prepares-for-new-automatic-phone-exchange/
1241996685	20250506	202505	2025	2025.3452	AUSJUD	AUSTRALIA	AUS					JUD			HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	1	1	1	-8.03324099722992	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	20250506020000	https://www.thecourier.com.au/story/8959315/brett-russells-october-court-plea-for-loreto-bus-crash-incident/
1241996686	20250506	202505	2025	2025.3452	AUSLEG	AUSTRALIAN	AUS					LEG													0	020	020	02	1	3.0	20	4	20	-2.19864402058214	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20250506020000	https://www.cootamundraherald.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996687	20250506	202505	2025	2025.3452	AUSLEG	AUSTRALIAN	AUS					LEG													0	020	020	02	1	3.0	5	1	5	-2.19575735020469	4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	0								4	Mandurah, Western Australia, Australia	AS	AS08	5522	-32.5269	115.722	-1585527	20250506020000	https://www.mandurahmail.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996688	20250506	202505	2025	2025.3452	AUSLEG	AUSTRALIAN	AUS					LEG													0	020	020	02	1	3.0	5	1	5	-2.19941348973607	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20250506020000	https://www.batemansbaypost.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996689	20250506	202505	2025	2025.3452	AUSLEG	AUSTRALIAN	AUS					LEG													0	020	020	02	1	3.0	5	1	5	-2.21402214022141	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	0								4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506020000	https://www.naroomanewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1241996690	20250506	202505	2025	2025.3452	BENGOV	BENIN	BEN					GOV													0	012	012	01	1	-0.4	6	1	6	-2.43619489559165	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	0								4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20250506020000	https://tribuneonlineng.com/the-ibas-of-rivers-state/
1241996691	20250506	202505	2025	2025.3452	BHRBUS	BAHRAIN	BHR					BUS			MED	LOCAL MEDIA						MED			1	051	051	05	1	3.4	5	1	5	5.71428571428571	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20250506020000	https://www.gdnonline.com:443/Details/1352344
1241996692	20250506	202505	2025	2025.3452	BHRMOS	BAHRAIN	BHR			MOS					MED	LOCAL MEDIA						MED			1	051	051	05	1	3.4	8	1	8	5.71428571428571	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20250506020000	https://www.gdnonline.com:443/Details/1352344
1241996693	20250506	202505	2025	2025.3452	BMUELI	JENNIFER SMITH	BMU					ELI			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	2	1	2	5.42797494780793	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	20250506020000	https://www.independent.com/2025/05/05/councilmember-jennifer-smith-holds-her-first-coffee-and-community-at-home-plate-grill/
1241996694	20250506	202505	2025	2025.3452	BMUELI	JENNIFER SMITH	BMU					ELI			ESP	SPAIN	ESP								1	043	043	04	1	2.8	6	1	6	5.42797494780793	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	20250506020000	https://www.independent.com/2025/05/05/councilmember-jennifer-smith-holds-her-first-coffee-and-community-at-home-plate-grill/
1241996695	20250506	202505	2025	2025.3452	BMUELI	JENNIFER SMITH	BMU					ELI			ESP	SPAIN	ESP								0	051	051	05	1	3.4	1	1	1	5.42797494780793	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	20250506020000	https://www.independent.com/2025/05/05/councilmember-jennifer-smith-holds-her-first-coffee-and-community-at-home-plate-grill/
1241996696	20250506	202505	2025	2025.3452	BRACOP	BRAZIL	BRA					COP			BRA	BRAZIL	BRA								1	1383	138	13	3	-7.0	4	1	4	-10.7692307692308	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20250506020000	https://www.sent-trib.com/2025/05/04/brazilian-police-arrest-two-people-over-plot-to-bomb-lady-gagas-concert-in-rio/
1241996697	20250506	202505	2025	2025.3452	BRACOP	BRAZIL	BRA					COP			BRA	BRAZIL	BRA								1	173	173	17	4	-5.0	4	1	4	-10.7692307692308	4	Rio Grande Do Sul, Rio Grande do Sul, Brazil	BR	BR23	22379	-32.0333	-52.0833	-666679	4	Rio Grande Do Sul, Rio Grande do Sul, Brazil	BR	BR23	22379	-32.0333	-52.0833	-666679	4	Rio Grande Do Sul, Rio Grande do Sul, Brazil	BR	BR23	22379	-32.0333	-52.0833	-666679	20250506020000	https://www.sent-trib.com/2025/05/04/brazilian-police-arrest-two-people-over-plot-to-bomb-lady-gagas-concert-in-rio/
1241996698	20250506	202505	2025	2025.3452	BUS	INDUSTRY						BUS													0	010	010	01	1	0.0	3	1	3	3.20781032078103	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250506020000	http://en.people.cn/n3/2025/0506/c90000-20310556.html
1241996699	20250506	202505	2025	2025.3452	BUS	COMPANY						BUS													1	010	010	01	1	0.0	6	1	6	-3.05454545454546	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250506020000	https://www.latimes.com/california/story/2025-05-05/copper-wire-thefts-are-leaving-seniors-in-south-l-a-without-phone-service
1241996700	20250506	202505	2025	2025.3452	BUS	COMPANIES						BUS													0	010	010	01	1	0.0	10	1	10	-11.587147030185	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250506020000	https://www.loscerritosnews.net/2025/05/05/how-does-comparative-negligence-affect-truck-accident-claims-in-new-jersey/
1241996701	20250506	202505	2025	2025.3452	BUS	COMPANIES						BUS													1	014	014	01	1	0.0	10	1	10	-11.587147030185	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250506020000	https://www.loscerritosnews.net/2025/05/05/how-does-comparative-negligence-affect-truck-accident-claims-in-new-jersey/
